1. Feature (repDNA-225): (202.000000)
2. Feature (G_TTC): (165.000000)
3. Feature (repDNA-106): (152.000000)
4. Feature (faverage): (143.000000)
5. Feature (repDNA-147): (129.000000)
6. Feature (repDNA-138): (120.000000)
7. Feature (fnone_levated_peak): (120.000000)
8. Feature (repDNA-141): (106.000000)
9. Feature (C_GAA): (86.000000)
10. Feature (repDNA-179): (77.000000)
11. Feature (repDNA-261): (75.000000)
12. Feature (repDNA-2): (75.000000)
13. Feature (repDNA-178): (74.000000)
14. Feature (repDNA-57): (74.000000)
15. Feature (repDNA-240): (73.000000)
16. Feature (repDNA-35): (72.000000)
17. Feature (repDNA-55): (66.000000)
18. Feature (repDNA-249): (66.000000)
19. Feature (repDNA-191): (64.000000)
20. Feature (repDNA-121): (62.000000)
21. Feature (repDNA-17): (60.000000)
22. Feature (G_TC): (60.000000)
23. Feature (repDNA-257): (57.000000)
24. Feature (repDNA-260): (57.000000)
25. Feature (G): (56.000000)
26. Feature (A_TCC): (55.000000)
27. Feature (C_AAC): (55.000000)
28. Feature (repDNA-127): (54.000000)
29. Feature (repDNA-166): (53.000000)
30. Feature (fpercentile25): (52.000000)
31. Feature (repDNA-216): (52.000000)
32. Feature (repDNA-252): (51.000000)
33. Feature (A): (46.000000)
34. Feature (repDNA-226): (46.000000)
35. Feature (repDNA-144): (45.000000)
36. Feature (repDNA-214): (44.000000)
37. Feature (repDNA-32): (44.000000)
38. Feature (minimum_ORF_length): (43.000000)
39. Feature (fpercentile75): (43.000000)
40. Feature (repDNA-46): (42.000000)
41. Feature (repDNA-72): (42.000000)
42. Feature (G_TCG): (42.000000)
43. Feature (finterquartile_range): (42.000000)
44. Feature (repDNA-268): (41.000000)
45. Feature (repDNA-152): (40.000000)
46. Feature (repDNA-222): (40.000000)
47. Feature (repDNA-9): (40.000000)
48. Feature (repDNA-12): (39.000000)
49. Feature (repDNA-130): (39.000000)
50. Feature (repDNA-97): (39.000000)
51. Feature (repDNA-40): (39.000000)
52. Feature (repDNA-200): (39.000000)
53. Feature (repDNA-62): (39.000000)
54. Feature (repDNA-227): (38.000000)
55. Feature (repDNA-170): (38.000000)
56. Feature (repDNA-45): (37.000000)
57. Feature (repDNA-139): (37.000000)
58. Feature (fcoefficient_of_variation): (36.000000)
59. Feature (A_CG): (36.000000)
60. Feature (repDNA-88): (36.000000)
61. Feature (repDNA-258): (35.000000)
62. Feature (repDNA-247): (35.000000)
63. Feature (G_GA): (35.000000)
64. Feature (repDNA-266): (35.000000)
65. Feature (fmedian): (35.000000)
66. Feature (T_GA): (34.000000)
67. Feature (repDNA-236): (34.000000)
68. Feature (repDNA-52): (33.000000)
69. Feature (repDNA-235): (33.000000)
70. Feature (repDNA-146): (33.000000)
71. Feature (repDNA-61): (32.000000)
72. Feature (repDNA-133): (32.000000)
73. Feature (repDNA-41): (31.000000)
74. Feature (repDNA-149): (31.000000)
75. Feature (A_AC): (31.000000)
76. Feature (repDNA-60): (31.000000)
77. Feature (repDNA-211): (31.000000)
78. Feature (repDNA-229): (31.000000)
79. Feature (A_AA): (30.000000)
80. Feature (repDNA-44): (30.000000)
81. Feature (repDNA-54): (29.000000)
82. Feature (repDNA-5): (29.000000)
83. Feature (repDNA-11): (29.000000)
84. Feature (repDNA-4): (29.000000)
85. Feature (T_TA): (28.000000)
86. Feature (repDNA-136): (28.000000)
87. Feature (A_AT): (27.000000)
88. Feature (repDNA-248): (26.000000)
89. Feature (T): (26.000000)
90. Feature (repDNA-183): (26.000000)
91. Feature (A_TCT): (26.000000)
92. Feature (repDNA-264): (26.000000)
93. Feature (G_ATT): (26.000000)
94. Feature (repDNA-132): (25.000000)
95. Feature (repDNA-39): (25.000000)
96. Feature (repDNA-21): (25.000000)
97. Feature (repDNA-254): (24.000000)
98. Feature (repDNA-171): (24.000000)
99. Feature (repDNA-42): (24.000000)
100. Feature (repDNA-232): (24.000000)
101. Feature (repDNA-213): (24.000000)
102. Feature (A_GC): (23.000000)
103. Feature (T_GCC): (23.000000)
104. Feature (C): (23.000000)
105. Feature (repDNA-224): (23.000000)
106. Feature (fickett_score-ORF): (23.000000)
107. Feature (fminimum): (23.000000)
108. Feature (repDNA-243): (23.000000)
109. Feature (repDNA-0): (23.000000)
110. Feature (repDNA-128): (22.000000)
111. Feature (repDNA-246): (22.000000)
112. Feature (repDNA-7): (22.000000)
113. Feature (repDNA-155): (22.000000)
114. Feature (repDNA-67): (22.000000)
115. Feature (repDNA-150): (22.000000)
116. Feature (T_CCG): (22.000000)
117. Feature (fickett_score-full-sequence): (21.000000)
118. Feature (repDNA-15): (21.000000)
119. Feature (repDNA-27): (21.000000)
120. Feature (G_CG): (21.000000)
121. Feature (repDNA-37): (21.000000)
122. Feature (repDNA-269): (21.000000)
123. Feature (repDNA-245): (21.000000)
124. Feature (repDNA-168): (21.000000)
125. Feature (repDNA-154): (21.000000)
126. Feature (repDNA-29): (20.000000)
127. Feature (repDNA-161): (20.000000)
128. Feature (fsample_standard_deviation): (20.000000)
129. Feature (minimum_GC_content_ORF): (20.000000)
130. Feature (repDNA-34): (20.000000)
131. Feature (repDNA-207): (20.000000)
132. Feature (repDNA-87): (20.000000)
133. Feature (repDNA-167): (20.000000)
134. Feature (repDNA-228): (19.000000)
135. Feature (repDNA-193): (19.000000)
136. Feature (repDNA-124): (19.000000)
137. Feature (repDNA-177): (19.000000)
138. Feature (repDNA-23): (19.000000)
139. Feature (repDNA-117): (19.000000)
140. Feature (repDNA-131): (19.000000)
141. Feature (repDNA-206): (19.000000)
142. Feature (repDNA-212): (19.000000)
143. Feature (repDNA-19): (18.000000)
144. Feature (repDNA-116): (18.000000)
145. Feature (repDNA-159): (18.000000)
146. Feature (repDNA-205): (18.000000)
147. Feature (repDNA-181): (18.000000)
148. Feature (maximum_GC_content_ORF): (18.000000)
149. Feature (repDNA-36): (18.000000)
150. Feature (T_TT): (17.000000)
151. Feature (repDNA-107): (17.000000)
152. Feature (G_TT): (17.000000)
153. Feature (T_TG): (17.000000)
154. Feature (fmaximum): (17.000000)
155. Feature (G_AG): (17.000000)
156. Feature (repDNA-30): (17.000000)
157. Feature (repDNA-26): (17.000000)
158. Feature (fkurtosis): (17.000000)
159. Feature (repDNA-156): (17.000000)
160. Feature (fpercentile15): (17.000000)
161. Feature (repDNA-95): (17.000000)
162. Feature (G_TTG): (16.000000)
163. Feature (repDNA-176): (16.000000)
164. Feature (repDNA-197): (16.000000)
165. Feature (T_TGG): (16.000000)
166. Feature (repDNA-148): (16.000000)
167. Feature (repDNA-113): (16.000000)
168. Feature (repDNA-259): (16.000000)
169. Feature (repDNA-110): (16.000000)
170. Feature (C_AGT): (16.000000)
171. Feature (repDNA-109): (16.000000)
172. Feature (repDNA-256): (15.000000)
173. Feature (repDNA-90): (15.000000)
174. Feature (repDNA-28): (15.000000)
175. Feature (repDNA-169): (15.000000)
