nameseq
pre_sp|A5U8S5|COAX_MYCTA
pre_sp|Q65JY2|MURD_BACLD
pre_sp|Q8DPJ8|RNC_STRR6
pre_sp|Q88VH0|APT_LACPL
pre_sp|Q92EF1|KPRS2_LISIN
pre_sp|Q92BJ1|DTD_LISIN
pre_sp|Q5HG25|DAPA_STAAC
pre_sp|Q65LE8|ARGB_BACLD
pre_sp|Q92BT5|MURB_LISIN
pre_sp|O05515|TSAE_BACSU
pre_sp|Q92A79|NDK_LISIN
pre_sp|Q65I57|PANC_BACLD
pre_sp|Q72X78|SPEE_BACC1
pre_sp|Q81KI4|MOBA_BACAN
pre_sp|Q88S50|RHAM_LACPL
pre_sp|A2RJT9|PYRDA_LACLM
pre_sp|Q931P6|ACKA_STAAM
pre_sp|Q02133|HIS6_LACLA
pre_sp|Q2FJ89|HCHA_STAA3
pre_sp|Q7A827|HDOX2_STAAN
pre_sp|Q81XR2|DAPF_BACAN
pre_sp|P64180|G3P2_STAAM
pre_sp|Q63A51|COAW_BACCZ
pre_sp|Q9RL97|MNME_STRAG
pre_sp|O31521|URHG1_BACSU
pre_sp|Q65K78|MOBA_BACLD
pre_sp|Q9CEN1|MURE_LACLA
pre_sp|P94388|CAH_BACSU
pre_sp|Q8RPQ1|DPS1_BACAN
pre_sp|Q81SX4|IDI2_BACAN
pre_sp|Q2FYG7|NDK_STAA8
pre_sp|P45947|ARSC_BACSU
pre_sp|O07608|LPLJ_BACSU
pre_sp|Q65CR5|PURA_BACLD
