nameseq,Length,MW_Global,Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,label
pre_sp|A5U8S5|COAX_MYCTA,272.0,29303.420000000002,-4.093,-0.0001396765292242339,6.1715087890625,26.163970588235287,0.04411764705882353,110.33088235294116,1.2894852941176482,0.44485294117647056,Predicted
pre_sp|Q65JY2|MURD_BACLD,451.0,49738.509999999995,-12.336,-0.0002480170797235382,5.3289794921875,31.517982261640785,0.07317073170731707,95.7649667405765,1.3138137472283804,0.4190687361419069,Predicted
pre_sp|Q8DPJ8|RNC_STRR6,232.0,26224.850000000002,-5.077,-0.00019359500626314353,5.68701171875,23.855172413793092,0.08189655172413793,93.74999999999999,1.6828017241379314,0.3922413793103448,Predicted
pre_sp|Q88VH0|APT_LACPL,172.0,18891.66,-5.052,-0.00026741959150228196,4.9580078125,14.26802325581395,0.08139534883720931,96.3953488372093,1.137383720930233,0.4127906976744186,Predicted
pre_sp|Q92EF1|KPRS2_LISIN,311.0,34429.469999999994,-4.031,-0.00011707993181422777,6.0135498046875,40.987459807073954,0.04180064308681672,109.7427652733119,1.6099356913183271,0.42765273311897106,Predicted
pre_sp|Q92BJ1|DTD_LISIN,150.0,16522.850000000002,-4.279,-0.00025897469262264075,4.850830078125,42.25999999999999,0.08,91.60000000000002,1.3872000000000013,0.41333333333333333,Predicted
pre_sp|Q5HG25|DAPA_STAAC,295.0,32582.65,-11.861,-0.0003640280947068455,4.5587158203125,21.868135593220345,0.07457627118644068,101.11864406779662,1.3629152542372869,0.38305084745762713,Predicted
pre_sp|Q65LE8|ARGB_BACLD,258.0,27776.170000000002,-3.196,-0.00011506265982675078,5.643310546875,17.061240310077512,0.050387596899224806,98.9922480620155,0.9777906976744204,0.4263565891472868,Predicted
pre_sp|Q92BT5|MURB_LISIN,298.0,32353.02,-2.152,-6.651620157870888e-05,6.52734375,41.64093959731543,0.06040268456375839,100.53691275167785,1.091040268456376,0.39932885906040266,Predicted
pre_sp|O05515|TSAE_BACSU,158.0,17905.12,-10.154,-0.0005671003601204572,4.5736083984375,37.45759493670886,0.08227848101265822,87.02531645569621,1.7804430379746838,0.36075949367088606,Predicted
pre_sp|Q92A79|NDK_LISIN,147.0,16524.920000000002,-3.805,-0.00023025830079661502,5.6787109375,31.54013605442176,0.07482993197278912,90.8843537414966,1.4756462585034014,0.3877551020408163,Predicted
pre_sp|Q65I57|PANC_BACLD,288.0,32462.65,-9.05,-0.0002787819232256147,4.81103515625,37.41423611111111,0.07291666666666667,89.6875,2.034270833333335,0.375,Predicted
pre_sp|Q72X78|SPEE_BACC1,275.0,31142.260000000002,-14.602,-0.00046888055009495133,4.863037109375,38.48949090909089,0.10545454545454545,86.76363636363637,1.271636363636364,0.3709090909090909,Predicted
pre_sp|Q81KI4|MOBA_BACAN,200.0,22444.47,-5.124,-0.00022829676976110372,5.424072265625,51.7155,0.085,93.55,1.28685,0.38,Predicted
pre_sp|Q88S50|RHAM_LACPL,104.0,12318.87,-6.052,-0.0004912788267105667,4.689453125,43.55480769230769,0.1346153846153846,70.38461538461539,1.7324038461538458,0.33653846153846156,Predicted
pre_sp|A2RJT9|PYRDA_LACLM,311.0,34209.03,-9.281,-0.00027130263559066133,4.9075927734375,31.61932475884245,0.09967845659163987,90.70739549839229,0.9330546623794229,0.40514469453376206,Predicted
pre_sp|Q931P6|ACKA_STAAM,400.0,44039.28,-9.593,-0.00021782826603886348,5.7769775390625,43.30099999999999,0.07,96.05,1.277549999999998,0.395,Predicted
pre_sp|Q02133|HIS6_LACLA,259.0,28294.28,-7.854,-0.00027758260680250566,4.8388671875,25.309652509652505,0.05405405405405406,106.17760617760617,1.5318918918918911,0.42857142857142855,Predicted
pre_sp|Q2FJ89|HCHA_STAA3,292.0,32175.4,-13.082,-0.0004065839119327188,4.66265869140625,33.216438356164375,0.07191780821917808,91.16438356164383,1.3604109589041096,0.3698630136986301,Predicted
pre_sp|Q7A827|HDOX2_STAAN,108.0,12790.11,-4.932,-0.000385610444319869,4.712158203125,63.53805555555553,0.12037037037037036,66.75925925925925,2.5150925925925938,0.2962962962962963,Predicted
pre_sp|Q81XR2|DAPF_BACAN,288.0,31611.96,-18.685,-0.0005910737581598863,4.46270751953125,36.85555555555556,0.0763888888888889,86.97916666666666,1.1312847222222215,0.4201388888888889,Predicted
pre_sp|P64180|G3P2_STAAM,341.0,36977.909999999996,-5.062,-0.0001368925393566051,6.0902099609375,25.641642228739002,0.04105571847507331,99.76539589442815,1.377419354838708,0.39589442815249265,Predicted
pre_sp|Q63A51|COAW_BACCZ,276.0,30208.21,1.819,6.0215418258811095e-05,8.5029296875,34.85402173913044,0.08333333333333333,102.46376811594203,1.1564130434782607,0.35507246376811596,Predicted
pre_sp|Q9RL97|MNME_STRAG,462.0,51533.579999999994,-24.911,-0.0004833935464991954,4.47454833984375,38.294588744588744,0.03896103896103896,111.83982683982683,1.6535714285714287,0.3961038961038961,Predicted
pre_sp|O31521|URHG1_BACSU,344.0,38675.60999999999,-16.614,-0.0004295730565077061,4.71282958984375,34.16572674418604,0.10755813953488372,92.47093023255815,1.2343895348837193,0.39825581395348836,Predicted
pre_sp|Q65K78|MOBA_BACLD,195.0,22028.170000000002,-1.353,-6.142135274968369e-05,6.39013671875,58.01948717948716,0.08717948717948718,91.53846153846153,1.6687179487179482,0.38974358974358975,Predicted
pre_sp|Q9CEN1|MURE_LACLA,483.0,53924.92,-7.696,-0.00014271694793427603,5.8743896484375,32.386832298136646,0.09316770186335403,90.12422360248448,1.5542857142857138,0.38923395445134573,Predicted
pre_sp|P94388|CAH_BACSU,318.0,35805.28999999999,-7.671,-0.00021424208545720483,5.5321044921875,30.35062893081761,0.12578616352201258,81.60377358490565,1.3340880503144634,0.36163522012578614,Predicted
pre_sp|Q8RPQ1|DPS1_BACAN,147.0,16647.71,-10.767,-0.0006467556198420083,4.5958251953125,25.009591836734685,0.10204081632653061,88.91156462585033,1.1216326530612255,0.3945578231292517,Predicted
pre_sp|Q81SX4|IDI2_BACAN,349.0,38185.13,-8.711,-0.0002281254509281493,5.6212158203125,41.58166189111748,0.0659025787965616,94.78510028653295,1.3124355300859578,0.40114613180515757,Predicted
pre_sp|Q2FYG7|NDK_STAA8,149.0,16573.63,-5.844,-0.00035260833022095943,4.9644775390625,41.82087248322147,0.0738255033557047,90.93959731543626,1.6230872483221475,0.3624161073825503,Predicted
pre_sp|P45947|ARSC_BACSU,139.0,15594.4,-6.503,-0.000417008669778895,4.7774658203125,26.26187050359711,0.08633093525179857,68.84892086330935,1.9718705035971218,0.35251798561151076,Predicted
pre_sp|O07608|LPLJ_BACSU,331.0,38018.64,-6.836,-0.00017980653700395386,5.9664306640625,41.23024169184291,0.1027190332326284,91.2084592145015,1.9044108761329293,0.3474320241691843,Predicted
pre_sp|Q65CR5|PURA_BACLD,430.0,47566.43,-8.319,-0.0001748922506902452,5.505615234375,32.6523488372093,0.07674418604651163,90.37209302325581,1.7497674418604643,0.3488372093023256,Predicted
