1. Feature (repDNA-106): (0.039994)
2. Feature (repDNA-225): (0.039483)
3. Feature (repDNA-175): (0.023705)
4. Feature (repDNA-165): (0.022676)
5. Feature (repDNA-160): (0.021269)
6. Feature (repDNA-256): (0.020259)
7. Feature (repDNA-138): (0.018393)
8. Feature (average): (0.018035)
9. Feature (repDNA-249): (0.016462)
10. Feature (repDNA-147): (0.015438)
11. Feature (k4): (0.014657)
12. Feature (G_TTC): (0.014562)
13. Feature (repDNA-257): (0.014228)
14. Feature (coefficient_of_variation): (0.013813)
15. Feature (G_TC): (0.012662)
16. Feature (none_levated_peak): (0.012047)
17. Feature (G_TCG): (0.011918)
18. Feature (sample_standard_deviation): (0.011851)
19. Feature (percentile15): (0.010406)
20. Feature (population_standard_deviation): (0.009928)
21. Feature (A_CGC): (0.009689)
22. Feature (TC): (0.009626)
23. Feature (repDNA-144): (0.009487)
24. Feature (variance): (0.009370)
25. Feature (G_GAG): (0.008137)
26. Feature (C_CG): (0.008106)
27. Feature (interquartile_range): (0.008065)
28. Feature (repDNA-141): (0.008001)
29. Feature (semi_interquartile_range): (0.007703)
30. Feature (repDNA-216): (0.007534)
31. Feature (percentile25): (0.007512)
32. Feature (k5): (0.007462)
33. Feature (maximum): (0.007057)
34. Feature (percentile75): (0.006842)
35. Feature (C_CGG): (0.006741)
36. Feature (C_GG): (0.006517)
37. Feature (repDNA-171): (0.006352)
38. Feature (repDNA-55): (0.006351)
39. Feature (A_GAG): (0.006312)
40. Feature (repDNA-54): (0.006203)
41. Feature (amplitude): (0.005777)
42. Feature (repDNA-268): (0.005677)
43. Feature (A_TCC): (0.005607)
44. Feature (repDNA-117): (0.005236)
45. Feature (percentile50): (0.005219)
46. Feature (T_CG): (0.005167)
47. Feature (G_ATG): (0.005100)
48. Feature (repDNA-46): (0.004975)
49. Feature (G_TGG): (0.004908)
50. Feature (G_CC): (0.004877)
51. Feature (G_CGA): (0.004865)
52. Feature (T_GAT): (0.004860)
53. Feature (AT): (0.004704)
54. Feature (C_GC): (0.004644)
55. Feature (repDNA-97): (0.004476)
56. Feature (AG): (0.004318)
57. Feature (repDNA-255): (0.004239)
58. Feature (GG): (0.004173)
59. Feature (A_GCC): (0.004115)
60. Feature (repDNA-166): (0.004023)
61. Feature (repDNA-139): (0.003886)
62. Feature (C_GAA): (0.003837)
63. Feature (G_TT): (0.003783)
64. Feature (repDNA-229): (0.003767)
65. Feature (C_TGA): (0.003661)
66. Feature (G_GA): (0.003648)
67. Feature (G_AG): (0.003647)
68. Feature (GT): (0.003576)
69. Feature (C_GCA): (0.003521)
70. Feature (repDNA-12): (0.003491)
71. Feature (repDNA-57): (0.003426)
72. Feature (C_TGG): (0.003409)
73. Feature (A_GT): (0.003403)
74. Feature (G_GGT): (0.003391)
75. Feature (repDNA-261): (0.003376)
76. Feature (G_GGA): (0.003364)
77. Feature (repDNA-35): (0.003322)
78. Feature (G_GAT): (0.003322)
79. Feature (A_GTC): (0.003299)
80. Feature (A_GGT): (0.003299)
81. Feature (C_CAT): (0.003287)
82. Feature (k3): (0.003286)
83. Feature (G_CGT): (0.003277)
84. Feature (repDNA-232): (0.003249)
85. Feature (A_CCG): (0.003242)
86. Feature (C_CAA): (0.003211)
87. Feature (C_ATG): (0.003191)
88. Feature (skewness): (0.003184)
89. Feature (A_CTC): (0.003109)
90. Feature (C_CA): (0.003099)
91. Feature (repDNA-260): (0.003038)
92. Feature (repDNA-17): (0.002966)
93. Feature (repDNA-116): (0.002906)
94. Feature (repDNA-121): (0.002831)
95. Feature (repDNA-254): (0.002821)
96. Feature (A_GC): (0.002802)
97. Feature (repDNA-211): (0.002789)
98. Feature (repDNA-250): (0.002673)
99. Feature (repDNA-23): (0.002604)
100. Feature (repDNA-130): (0.002568)
101. Feature (repDNA-60): (0.002558)
102. Feature (repDNA-9): (0.002557)
103. Feature (repDNA-87): (0.002423)
104. Feature (median): (0.002298)
105. Feature (repDNA-191): (0.002296)
106. Feature (C_TT): (0.002283)
107. Feature (G_AT): (0.002232)
108. Feature (G): (0.002231)
109. Feature (T_TT): (0.002231)
110. Feature (repDNA-59): (0.002218)
111. Feature (A_CTG): (0.002210)
112. Feature (repDNA-92): (0.002163)
113. Feature (G_TAC): (0.002150)
114. Feature (T_CCG): (0.002138)
115. Feature (repDNA-126): (0.002128)
116. Feature (G_AAC): (0.002013)
117. Feature (repDNA-110): (0.001975)
118. Feature (cv_GC_content_ORF): (0.001940)
119. Feature (T_CA): (0.001919)
120. Feature (C_TC): (0.001888)
121. Feature (A_AAG): (0.001873)
122. Feature (G_GAC): (0.001866)
