nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
pre_0_train_ACP_1,14.999999999999996,5.182045875570824,137.0,1.1097501919298065,0.3333333333333334,1.2396386096256786,32.95451410656816,34.111162814706695,1.9999999999999996,1.9999999999999996,5.182045875570824,13.148658380435009,135.8902498080702,1163.5714285714287,11.148658380435009,5.5743291902175045,2.1969676071045448,0.8937732256661332,0.4447313333119376,acp
pre_1_train_ACP_2,2.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,nan,nan,acp
pre_2_train_ACP_3,4.0,2.0,10.0,2.0,0.3333333333333333,0.5333333333333333,3.4641016151377544,4.0,2.0,2.0,2.0,4.0,8.0,16.0,2.0,1.0,0.8660254037844386,1.7320508075688774,0.17857142857142852,acp
pre_3_train_ACP_4,4.0,2.0,10.0,2.0,0.3333333333333333,0.5333333333333333,3.4641016151377544,4.0,2.0,2.0,2.0,4.0,8.0,16.0,2.0,1.0,0.8660254037844386,1.7320508075688774,0.17857142857142852,acp
pre_4_train_ACP_5,5.0,4.618033988749895,11.0,2.381966011250105,0.33333333333333337,0.4769498906599788,3.1622776601683795,3.5355339059327378,2.381966011250105,2.381966011250105,4.618033988749895,4.618033988749895,8.618033988749895,12.5,2.23606797749979,1.118033988749895,0.6324555320336759,0.36236477529594935,0.18433443535811947,acp
pre_5_train_ACP_6,4.0,2.0,10.0,2.0,0.3333333333333333,0.5333333333333333,3.4641016151377544,4.0,2.0,2.0,2.0,4.0,8.0,16.0,2.0,1.0,0.8660254037844386,1.7320508075688774,0.17857142857142852,acp
pre_6_train_ACP_7,5.0,5.236067977499789,13.0,0.7639320225002102,0.33333333333333337,0.5976169560604786,4.47213595499958,5.0,0.7639320225002102,0.7639320225002102,5.236067977499789,5.236067977499789,12.23606797749979,25.0,4.472135954999579,2.2360679774997894,0.894427190999916,-0.15835921350012566,0.24490106354957009,acp
pre_7_train_ACP_8,3.0,2.0,5.0,2.0,0.3333333333333333,0.42857142857142855,1.4142135623730951,1.7320508075688772,2.0,2.0,2.0,3.5,3.0,3.0,1.5,0.75,0.47140452079103173,2.1213203435596424,0.31249999999999994,acp
pre_8_train_ACP_9,33.0,20.0,275.0,5.80154446325561,0.3333333333333333,1.1399229383089635,46.281745861624536,46.9993351016799,12.704473778079418,14.456855749231753,20.0,35.117495407161485,269.1984555367444,2208.9375,20.660639657929732,10.330319828964866,1.4024771473219557,0.8426648406178138,0.3607205053730355,acp
pre_9_train_ACP_10,5.0,0.0,25.0,0.0,0.33333333333333337,1.6666666666666667,10.0,11.180339887498949,0.0,0.0,0.0,0.0,25.0,125.0,0.0,0.0,2.0,1.5,0.0,acp
nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
pre_0_train_U00096.3/3982510-3982582,73.0,46.68830760611741,1383.0,5.33176056708281,0.3333333333333333,1.7435632636982559,157.9303644015298,159.02332114085237,27.569748965629888,33.29540755284045,46.68830760611741,70.13430240499909,1377.6682394329173,25288.416666666668,36.83889485215864,18.41944742607932,2.1634296493360248,0.499809377891128,0.23695886329440805,tRNA
pre_1_train_U00096.3/225500-225572,73.00000000000003,50.26085427302182,1435.0,7.877003678600133,0.3333333333333332,1.7724677464549659,163.8596960817394,164.99368674790762,17.540158125861687,31.502360072742267,50.26085427302182,75.307293064312,1427.1229963213998,27222.916666666668,43.80493299156974,21.90246649578487,2.2446533709827308,0.41631614614313206,0.26358405266847845,tRNA
pre_2_train_U00096.3/225381-225454,73.99999999999999,48.270082012869736,1428.0,10.422882973283091,0.3333333333333334,1.7454804937227697,161.31955864060623,162.42072882081564,33.54952224536484,39.10717345228542,48.270082012869736,73.15297300672273,1417.577117026717,26380.49315068493,34.04579955443731,17.022899777218655,2.1799940356838685,0.4784897418009739,0.2010677607271989,tRNA
pre_3_train_U00096.3/262871-262943,73.0,47.13510789427823,1347.0,5.938764438624491,0.3333333333333333,1.7596755379450366,153.39491516996253,154.45648434285806,23.582561962887905,32.133555942495434,47.13510789427823,79.89084902128977,1341.0612355613755,23856.805555555555,47.75729307879433,23.878646539397167,2.101300207807706,0.5058490774038366,0.28329629545266954,tRNA
pre_4_train_U00096.3/3982375-3982448,74.0,55.61640647795936,1548.0,10.034866285389912,0.33333333333333337,1.7792530004484446,175.29974329701685,176.496342466663,19.380094616217814,25.982627396042954,55.61640647795936,71.69373104296383,1537.9651337146101,31150.95890410959,45.711103646920876,22.855551823460438,2.368915449959687,0.3146084502398724,0.2674537911329979,tRNA
pre_5_train_U00096.3/2947387-2947460,74.00000000000003,51.49919492617593,1514.0,8.231218250593244,0.3333333333333332,1.7685701103479587,170.4347382431176,171.59812880162528,29.044034130736538,38.59631904526901,51.49919492617593,70.75326067160478,1505.7687817494068,29445.91780821918,32.156941626335765,16.078470813167883,2.3031721384205075,0.3960601924073899,0.21598071104248312,tRNA
pre_6_train_U00096.3/297178-297251,73.99999999999996,57.677560580555635,1406.0,3.871764031675939,0.33333333333333354,1.7629291063294987,158.43610699584863,159.51759468377972,26.782611064987883,32.741128785765916,57.677560580555635,87.07925468396373,1402.1282359683241,25445.86301369863,54.33812589819781,27.169062949098905,2.1410284729168745,0.3090666590262535,0.3539743168118506,tRNA
