Feature	Importance
fpercentile75	0.050000
fnone_levated_peak	0.040000
fpercentile15	0.040000
famplitude	0.035000
k2	0.030000
fmedian	0.028982
G_TCG	0.028320
A_TCC	0.028182
G_CT	0.026709
fpercentile50	0.025909
fsample_standard_deviation	0.021653
C_CA	0.020000
faverage	0.020000
k3	0.020000
finterquartile_range	0.020000
A_TC	0.018291
G	0.017424
fpercentile25	0.015000
fmaximum	0.015000
fpopulation_standard_deviation	0.015000
repDNA-237	0.014983
G_TC	0.014074
T_GCT	0.013601
T_CG	0.013291
T_AG	0.013182
k5	0.010909
k4	0.010000
T_GA	0.010000
G_AG	0.010000
T_GG	0.010000
G_TG	0.010000
G_TTC	0.010000
C	0.010000
fvariance	0.010000
A_GT	0.010000
fsemi_interquartile_range	0.010000
G_GC	0.009091
repDNA-37	0.009091
repDNA-67	0.009091
repDNA-231	0.009074
A_CT	0.009074
repDNA-256	0.009038
T_GC	0.008347
G_TGG	0.008129
repDNA-29	0.007692
C_GT	0.007421
G_TT	0.007179
repDNA-101	0.006818
repDNA-19	0.005926
repDNA-166	0.005595
T_AT	0.005094
repDNA-213	0.005000
repDNA-199	0.005000
repDNA-208	0.005000
repDNA-262	0.005000
repDNA-174	0.005000
repDNA-182	0.005000
repDNA-214	0.005000
repDNA-215	0.005000
repDNA-72	0.005000
repDNA-38	0.005000
repDNA-186	0.005000
repDNA-248	0.005000
repDNA-81	0.005000
A_CGC	0.005000
C_AC	0.004091
A	0.004091
repDNA-20	0.004091
repDNA-95	0.004074
repDNA-126	0.004074
repDNA-89	0.004038
repDNA-22	0.004038
A_AG	0.004038
T	0.003980
G_TA	0.003980
repDNA-197	0.003980
repDNA-12	0.003980
repDNA-193	0.003889
repDNA-118	0.003347
G_GGT	0.003347
repDNA-257	0.003333
repDNA-245	0.003333
repDNA-135	0.003291
repDNA-31	0.003291
repDNA-266	0.002727
repDNA-36	0.002727
repDNA-244	0.002593
G_TAG	0.002308
repDNA-149	0.002308
T_CGA	0.002273
repDNA-234	0.001709
repDNA-185	0.001709
repDNA-45	0.001709
repDNA-162	0.001667
repDNA-114	0.001653
repDNA-76	0.001653
repDNA-75	0.001111
repDNA-156	0.001020
fminimum	0.001020
repDNA-195	0.001020
repDNA-230	0.000962
repDNA-224	0.000962
A_CC	0.000962
