nameseq,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3,label
pre_0_90534|0.66128017,0.6131123130587874,0.7240665800743312,0.7540924441452747,0.763569576548991,0.765027519911126,toeholds
pre_1_90535|0.6175931410000001,0.6132233277160595,0.7303419395868798,0.7552743683624188,0.7617101115643985,0.7641335032542671,toeholds
pre_2_90536|0.666666667,0.631781396495563,0.7348661694851312,0.7578352876629403,0.7638382475574088,0.765027519911126,toeholds
pre_3_90537|0.623447442,0.637894808485717,0.7405593483552246,0.7595709280042231,0.7646959711068984,0.765027519911126,toeholds
pre_4_90538|1.0,0.6340128390035727,0.7402916204457788,0.7605327084254184,0.7636238166700364,0.7648040157469114,toeholds
pre_5_90539|0.335784494,0.6119859224187761,0.7317651498762876,0.7565027516138837,0.7623889418700383,0.7645805115826966,toeholds
pre_6_90540|0.5620426470000001,0.6295930144125276,0.7343875561770102,0.758299117877536,0.7633551456616187,0.7648040157469114,toeholds
pre_7_90541|0.6655104270000001,0.6159946282019734,0.7260810870924872,0.7565548280126795,0.7631949548952917,0.7648040157469114,toeholds
pre_8_90542|0.649616176,0.5954389494332664,0.7064471639459202,0.742705789944187,0.7575071114230147,0.7629029120348965,toeholds
pre_9_90543|0.712748525,0.6090997133871214,0.7261285607830397,0.755369214276792,0.7622829912247567,0.7641335032542671,toeholds
pre_10_90544|0.140279336,0.614084506343686,0.7257664689629761,0.7545878402950665,0.7622287511037112,0.7638534638909039,toeholds
pre_11_90545|0.310200728,0.6137109447269428,0.7279453924218039,0.7561346304848755,0.763569576548991,0.7648040157469114,toeholds
pre_12_90546|0.431514481,0.6264649893937798,0.7339419134545806,0.7581608450879407,0.7640526784447812,0.765027519911126,toeholds
pre_13_90547|0.038841301,0.6222917601008742,0.736081383770498,0.7576207612314666,0.7627118529995015,0.7641335032542671,toeholds
pre_14_90548|0.500107645,0.6063782763153837,0.7307026365940742,0.7585570711842319,0.7636238166700364,0.765027519911126,toeholds
pre_15_90549|0.239314912,0.6175201568811276,0.7353644690307005,0.7600688782108226,0.7642671093321537,0.765027519911126,toeholds
pre_16_90550|0.428000027,0.5745869994566728,0.7191410132077477,0.7536694867490935,0.7618541294500119,0.7634629907616228,toeholds
pre_17_90551|0.829363747,0.5918969336371941,0.7271910740652531,0.7567017503258485,0.7631407147742463,0.7643570074184818,toeholds
pre_18_90552|1.0,0.6090997133871214,0.7337854774908794,0.7579214840537397,0.7624431819910837,0.7645805115826966,toeholds
pre_19_90553|0.37143557899999996,0.6357991009295353,0.738535625878148,0.7594667752066313,0.7638382475574088,0.765027519911126,toeholds
pre_20_90554|0.140591931,0.6182259289093801,0.7390113351733875,0.7583511942763319,0.7631407147742463,0.7643570074184818,toeholds
pre_21_90555|0.925484902,0.6283962975424547,0.7354757433333373,0.7591747019079318,0.7638382475574088,0.7645805115826966,toeholds
pre_22_90556|0.082498535,0.6301650112918237,0.7392556827465051,0.7601885587279231,0.7640526784447812,0.7643570074184818,toeholds
pre_23_90557|0.038923531000000004,0.6391532895720977,0.7407333701989756,0.7601885587279231,0.7640526784447812,0.7645805115826966,toeholds
pre_24_90558|0.177833894,0.6373845758227287,0.7370750261989794,0.7576294107550402,0.7629262838868739,0.7645805115826966,toeholds
pre_25_90559|0.989047983,0.599403253112456,0.7216441071498114,0.7541531700676442,0.7631407147742463,0.7648040157469114,toeholds
pre_26_90560|0.963898258,0.6056185995154955,0.733493888781465,0.75688038543768,0.7633551456616187,0.7648040157469114,toeholds
pre_27_90561|0.204222354,0.6319673446138677,0.7374686079551179,0.7600168018120268,0.7644815402195261,0.765027519911126,toeholds
pre_28_90562|0.488373158,0.6287771256599382,0.7410081332062136,0.7606003125437231,0.7639984383237358,0.765027519911126,toeholds
